,players,Nationality,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
100,Salman Butt, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,817,962,1324,2185,2543,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725
101,HDRL Thirimanne, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,608,1025,1723,2584,2586,2946,2946,2990
102,AJ Lamb, (ENG),0,0,0,0,0,0,0,0,0,0,0,279,927,1266,1569,1755,2614,2723,3072,3494,3710,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010
103,CJ Chibhabha, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,727,928,1034,1169,1247,1247,1312,1312,2171,2346,2346,2389,2389
104,L Klusener, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,567,864,1718,2535,2780,3290,3381,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576,3576
105,NV Knight, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,522,1183,1620,1924,2446,3298,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637,3637
106,RP Arnold, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,519,1049,1900,2653,2810,2911,3291,3737,3950,3950,3950,3950,3950,3950,3950,3950,3950,3950,3950,3950,3950
107,CD McMillan, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,739,1064,1425,2091,2942,3215,3699,4148,4150,4707,4707,4707,4707,4707,4707,4707,4707,4707,4707,4707,4707,4707
108,GD Elliott, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,610,716,716,716,1013,1013,1863,1976,1976,1976,1976
109,SB Styris, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,197,262,620,1266,1888,2320,2592,3440,3715,3743,4217,4483,4483,4483,4483,4483,4483,4483,4483,4483
110,CL White, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,236,918,1766,2037,2037,2037,2037,2037,2037,2037,2072,2072
111,LD Chandimal, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,440,1285,1744,2052,2377,3033,3288,3586,3599
112,GA Gooch, (ENG),0,0,0,0,0,40,40,134,450,747,905,1046,1046,1046,1335,1665,2505,2615,2996,3397,3641,4071,4206,4288,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290
113,A Ranatunga, (SL),0,0,0,0,0,0,0,0,0,0,0,68,213,351,634,958,1300,1640,1877,2442,2594,2954,3526,4366,4818,5425,6240,7036,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456,7456
114,VVS Laxman, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,86,627,1240,1472,2309,2338,2338,2338,2338,2338,2338,2338,2338,2338,2338,2338,2338,2338,2338,2338
115,GM Turner, (NZ),0,0,36,47,406,588,588,588,764,764,764,764,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598
116,AR Border, (AUS),0,0,0,0,0,0,0,0,200,419,873,1219,1647,2085,2915,3510,4152,4364,4897,5437,5766,5978,6199,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524,6524
117,N Dickwella, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,183,1009,1424,1571
118,DS Lehmann, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,706,1527,1527,1727,2247,2714,2989,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078
119,A Symonds, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,477,693,750,1484,2287,3102,3863,4671,5006,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088,5088
120,Sikandar Raza, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,578,1392,1633,1844,2477,2515
121,RB Richardson, (WI),0,0,0,0,0,0,0,0,0,0,0,0,46,428,1129,1668,2124,2717,3530,3871,4529,5082,5517,5641,5887,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248
122,PG Fulton, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,79,419,1230,1239,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334
123,MD Crowe, (NZ),0,0,0,0,0,0,0,0,0,0,0,10,328,744,982,1604,1928,2259,2455,3265,3428,4217,4412,4510,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704,4704
124,Ahmed Shehzad, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,477,477,1286,1915,2485,2510,2605,2605,2605
125,Tamim Iqbal, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1262,1864,2640,3115,3462,3702,3971,4713,5120,5766,6450,6636
126,AH Jones, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,900,1229,1647,2014,2544,2639,2739,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784
127,AJ Strauss, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,658,1371,1963,2239,2239,2886,3692,4205,4205,4205,4205,4205,4205,4205,4205,4205
128,SM Gavaskar, (INDIA),0,0,0,48,161,161,161,165,254,298,411,605,988,1138,1552,2357,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092
129,KC Wessels, (SA),0,0,0,0,0,0,0,0,0,0,0,0,429,1231,1740,1740,1740,1740,1740,1740,1951,2660,3050,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367
130,N Hussain, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,17,17,17,43,43,92,155,256,743,1206,1404,2205,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332
131,BB McCullum, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,373,617,1026,1220,2019,2637,3387,3711,4181,4597,5017,5200,5964,6083,6083,6083,6083
132,GA Hick, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,628,1038,1374,1571,2105,2214,2477,3271,3787,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846,3846
133,Imran Khan, (PAK),0,0,0,0,9,13,52,64,106,108,184,468,751,907,1162,1348,1785,1966,2759,3255,3480,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709,3709
134,MA Taylor, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,516,636,930,1502,2088,2611,3403,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514,3514
135,LMP Simmons, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,126,126,248,308,1100,1152,1523,1785,1958,1958,1958,1958,1958
136,AJ Finch, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,1304,1865,2520,2925,3418,4052
137,DM Bravo, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,219,856,1073,1861,2171,2283,2595,2595,2651,2820
138,Shakib Al Hasan, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,968,1376,2047,2834,3398,3635,3688,3977,4398,4650,5080,5577,5717
139,Umar Akmal, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,784,1569,1976,2370,2732,2913,2913,3044,3044,3194
140,Aftab Ahmed, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,442,1226,1745,1874,1874,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954
141,SM Katich, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,541,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324
142,CG Greenidge, (WI),0,0,0,0,129,227,235,235,664,1133,1281,1573,2322,2545,2912,3242,3688,4470,4869,5025,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134
143,SR Waugh, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,1095,1422,1799,2125,2342,2622,2987,3607,3852,4629,5100,5686,6320,6897,7382,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569,7569
144,Azhar Ali, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,450,452,452,1227,1568,1833,1845,1845
145,E Chigumbura, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,414,903,1293,1463,2093,2461,2743,2837,2998,3390,4162,4229,4229,4340,4340
146,PR Stirling, (IRE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,128,899,1349,1448,1654,1662,2033,2240,2896,3346,3897
147,SK Raina, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,589,612,1292,1897,2528,3250,3742,4512,5051,5568,5568,5568,5615,5615
148,Mushfiqur Rahim, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,350,535,922,1460,1987,2251,2449,3153,3920,4118,4576,5346,5558
149,UT Khawaja, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,413,469,469,1238
150,AM Rahane, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,349,462,1230,1952,2236,2822,2962,2962
151,K Srikkanth, (INDIA),0,0,0,0,0,0,0,0,0,0,17,314,624,773,1118,1866,2464,3082,3486,3540,3816,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091
152,SL Campbell, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,441,703,841,841,1588,2209,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283
153,AP Gurusinha, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,498,707,955,1351,1514,1961,2254,2627,3156,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902,3902
154,AD Hales, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,579,1322,1857,2314,2419
155,JG Wright, (NZ),0,0,0,0,0,0,0,48,214,415,793,816,1414,1580,1767,2087,2339,3081,3183,3648,3770,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891
156,D Mongia, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,791,1028,1040,1073,1196,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230
157,NC Johnson, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,1090,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679
158,DA Miller, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,267,267,811,1090,1819,2026,2396,2780,2922
159,AC Parore, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,806,1111,1738,1988,2460,2808,2976,3205,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314
160,DJ Hussey, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,598,598,940,1668,1796,1796,1796,1796,1796,1796,1796
161,SO Hetmyer, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,758,899
162,MW Goodwin, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,1322,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818
163,Rahmat Shah, (AFG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,99,99,440,991,1713,2001
164,VG Kambli, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,122,806,1522,1741,2003,2136,2225,2305,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477
165,BJ Haddin, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,96,158,374,693,774,1490,1877,2511,2511,2692,2916,3122,3122,3122,3122,3122
166,RS Mahanama, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,413,815,987,1174,1197,1761,2366,2969,3403,3894,4608,4937,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162
167,MV Boucher, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,316,907,1077,1691,2063,2325,2795,3508,4139,4329,4639,4664,4686,4686,4686,4686,4686,4686,4686,4686,4686
168,RR Singh, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,34,740,1138,1793,2320,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336
169,JC Buttler, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,1002,1644,2217,2505,3176,3531
170,Imran Nazir, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,707,788,1271,1340,1392,1392,1392,1784,1784,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
171,S Matsikenyeri, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,496,658,1046,1335,1476,2177,2196,2196,2205,2205,2205,2224,2224,2224,2224,2224
172,CR Ervine, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,581,581,702,702,1400,1568,1802,2176,2315
173,M Kaif, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,1170,1734,2431,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753
174,JWA Taylor, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,196,887,887,887,887,887
175,WW Hinds, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,690,1051,1558,2245,2350,2627,2835,2835,2835,2835,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880
176,SHT Kandamby, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,63,749,814,870,870,870,870,870,870,870,870,870
177,J Charles, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,838,869,1015,1283,1283,1283,1283
178,PV Simmons, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,648,787,787,950,1417,2102,2577,2906,3242,3456,3532,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675
179,RS Morton, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,199,884,1236,1330,1512,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519
180,MW Gatting, (ENG),0,0,0,0,0,0,22,25,25,44,322,464,547,778,902,1004,1685,1991,2049,2049,2049,2049,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
181,KR Rutherford, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,329,535,802,802,1259,1476,1997,2131,2812,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143
182,RR Rossouw, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,826,1239,1239,1239,1239
183,Zaheer Abbas, (PAK),0,0,0,88,224,247,257,348,496,633,862,1539,2033,2374,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572
184,JM Kemp, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,70,70,70,747,1184,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512
185,Mohammad Ashraful, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,171,326,658,1053,1507,2016,2692,3140,3360,3397,3397,3468,3468,3468,3468,3468,3468,3468
186,Abdul Razzaq, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,101,468,1129,1513,2188,2788,3428,3948,4403,4465,4465,4590,4921,5080,5080,5080,5080,5080,5080,5080,5080,5080
187,PN Kirsten, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,767,906,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293
188,Soumya Sarkar, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,692,724,967,1222,1467
189,Imam-ul-Haq, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,819,1387
190,GP Thorpe, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,195,353,1019,1478,1482,1786,2025,2120,2380,2380,2380,2380,2380,2380,2380,2380,2380,2380,2380,2380,2380,2380,2380,2380,2380,2380
191,MN Samuels, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,683,1087,1412,1412,1448,1711,2341,2513,2513,2513,2973,3455,3902,4205,4806,5180,5241,5606,5606
192,AN Cook, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,483,702,702,858,1458,2121,2681,3204,3204,3204,3204,3204,3204
193,PJ Hughes, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,826,826,826,826,826,826
194,JP Duminy, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,144,342,818,1293,1726,2289,2601,3260,3571,3937,4381,4668,5016,5047
195,GM Wood, (AUS),0,0,0,0,0,0,0,33,120,144,802,1119,1498,1537,2140,2140,2140,2140,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219
196,Shoaib Mohammad, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,67,214,319,448,478,1125,1168,1168,1177,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269
197,SV Manjrekar, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,99,413,1059,1376,1376,1405,1604,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994
198,S Ramesh, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646
199,GJ Maxwell, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,511,891,1535,1763,2035,2242,2700
200,WTS Porterfield, (IRE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,614,736,1150,1371,1726,1752,2060,2122,2460,2628,3272,3722,3962
201,Moin Khan, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,96,168,168,168,277,663,1306,1684,2207,2751,2853,2853,2912,3266,3266,3266,3266,3266,3266,3266,3266,3266,3266,3266,3266,3266,3266,3266,3266
202,MR Marsh, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,39,360,596,1238,1242,1428,1428
203,DW Hookes, (AUS),0,0,0,0,0,0,14,14,23,23,23,41,682,821,821,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826
204,JC Adams, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,275,489,692,905,1038,1038,1676,2028,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204,2204
205,CL Hooper, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,648,758,916,1295,1588,2177,2690,3104,3328,3963,4244,4612,4612,5146,5662,5761,5761,5761,5761,5761,5761,5761,5761,5761,5761,5761,5761,5761,5761,5761,5761,5761
